0.00265231 0.564112
0.00464052 0.564106
0.00662231 0.564094
0.00859768 0.564088
0.0105667 0.564076
0.0125292 0.56407
0.0144855 0.564057
0.0164353 0.564051
0.0183788 0.564039
0.020316 0.564033
0.0222469 0.56402
0.0241714 0.564014
0.0260897 0.564001
0.0280016 0.563994
0.0299074 0.563981
0.0318068 0.563975
0.0337001 0.563961
0.0355871 0.563955
0.0374679 0.563941
0.0393426 0.563934
0.041211 0.563921
0.0430733 0.563914
0.0449295 0.5639
0.0467795 0.563893
0.0486235 0.563879
0.0504613 0.563871
0.0522931 0.563857
0.0541188 0.56385
0.0559384 0.563835
0.0577521 0.563828
0.0595597 0.563813
0.0613614 0.563805
0.0631571 0.56379
0.0649468 0.563782
0.0667307 0.563766
0.0685086 0.563758
0.0702806 0.563742
0.0720467 0.563734
0.073807 0.563718
0.0755614 0.56371
0.0773101 0.563694
0.0790529 0.563685
0.08079 0.563668
0.0825213 0.56366
0.0842469 0.563643
0.0859668 0.563634
0.0876809 0.563616
0.0893894 0.563608
0.0910923 0.56359
0.0927895 0.563581
0.0944812 0.563562
0.0961672 0.563553
0.0978477 0.563535
0.0995227 0.563525
0.101192 0.563506
0.102856 0.563497
0.104514 0.563478
0.106167 0.563468
0.107815 0.563448
0.109457 0.563438
0.111094 0.563418
0.112725 0.563408
0.114352 0.563388
0.115972 0.563378
0.117588 0.563357
0.119198 0.563346
0.120803 0.563325
0.122403 0.563315
0.123997 0.563293
0.125587 0.563282
0.127171 0.56326
0.12875 0.563249
0.130324 0.563227
0.131893 0.563216
0.133457 0.563193
0.135016 0.563182
0.13657 0.563159
0.138119 0.563147
0.139662 0.563123
0.141201 0.563112
0.142735 0.563088
0.144265 0.563076
0.145789 0.563052
0.147308 0.563039
0.148823 0.563015
0.150333 0.563002
0.151838 0.562977
0.153338 0.562965
0.154834 0.562939
0.156325 0.562926
0.157811 0.5629
0.159292 0.562887
0.160769 0.562861
0.162242 0.562848
0.163709 0.562821
0.165172 0.562808
0.166631 0.562781
0.168085 0.562767
0.169535 0.562739
0.17098 0.562726
0.172421 0.562698
0.173857 0.562684
0.175289 0.562655
0.176716 0.562641
0.17814 0.562612
0.179558 0.562598
0.180973 0.562569
0.182383 0.562554
0.183789 0.562524
0.185191 0.562509
0.186588 0.562479
0.187982 0.562464
0.189371 0.562434
0.190756 0.562418
0.192137 0.562388
0.193513 0.562372
0.194886 0.562341
0.196255 0.562325
0.197619 0.562293
0.19898 0.562277
0.200336 0.562245
0.201689 0.562229
0.203037 0.562196
0.204382 0.56218
0.205723 0.562147
0.20706 0.56213
0.208393 0.562097
0.209722 0.56208
0.211047 0.562046
0.212369 0.562029
0.213686 0.561995
0.215 0.561978
0.21631 0.561943
0.217617 0.561925
0.218919 0.56189
0.220218 0.561872
0.221514 0.561837
0.222805 0.561819
0.224093 0.561783
0.225378 0.561765
0.226659 0.561728
0.227936 0.56171
0.22921 0.561673
0.23048 0.561654
0.231746 0.561617
0.233009 0.561598
0.234269 0.56156
0.235525 0.561541
0.236778 0.561503
0.238027 0.561484
0.239273 0.561445
0.240516 0.561426
0.241755 0.561386
0.242991 0.561367
0.244223 0.561327
0.245452 0.561307
0.246678 0.561267
0.2479 0.561247
0.24912 0.561206
0.250336 0.561186
0.251548 0.561145
0.252758 0.561124
0.253964 0.561083
0.255167 0.561062
0.256367 0.56102
0.257564 0.560999
0.258758 0.560957
0.259949 0.560935
0.261136 0.560893
0.26232 0.560871
0.263502 0.560828
0.26468 0.560806
0.265855 0.560762
0.267027 0.56074
0.268197 0.560696
0.269363 0.560674
0.270526 0.560629
0.271686 0.560607
0.272843 0.560562
0.273998 0.560539
0.275149 0.560493
0.276298 0.56047
0.277443 0.560424
0.278586 0.560401
0.279726 0.560355
0.280863 0.560331
0.281997 0.560284
0.283129 0.560261
0.284257 0.560213
0.285383 0.560189
0.286506 0.560141
0.287627 0.560117
0.288744 0.560069
0.289859 0.560044
0.290971 0.559995
0.29208 0.559971
0.293187 0.559921
0.294291 0.559896
0.295392 0.559847
0.296491 0.559821
0.297587 0.559771
0.29868 0.559746
0.299771 0.559695
0.300859 0.559669
0.301945 0.559618
0.303028 0.559592
0.304108 0.55954
0.305186 0.559514
0.306262 0.559462
0.307334 0.559435
0.308405 0.559382
0.309472 0.559356
0.310538 0.559302
0.311601 0.559275
0.312661 0.559222
0.313719 0.559194
0.314774 0.55914
0.315827 0.559113
0.316878 0.559058
0.317926 0.55903
0.318972 0.558975
0.320015 0.558947
0.321056 0.558891
0.322094 0.558863
0.323131 0.558806
0.324165 0.558778
0.325196 0.558721
0.326225 0.558692
0.327252 0.558635
0.328277 0.558606
0.329299 0.558548
0.330319 0.558518
0.331337 0.55846
0.332352 0.55843
0.333366 0.558371
0.334377 0.558341
0.335385 0.558282
0.336392 0.558252
0.337396 0.558192
0.338398 0.558161
0.339398 0.558101
0.340396 0.55807
0.341391 0.558009
0.342385 0.557978
0.343376 0.557916
0.344365 0.557885
0.345352 0.557822
0.346337 0.557791
0.347319 0.557728
0.3483 0.557696
0.349278 0.557633
0.350255 0.557601
0.351229 0.557537
0.352201 0.557505
0.353171 0.55744
0.354139 0.557408
0.355105 0.557342
0.356069 0.557309
0.357031 0.557244
0.357991 0.557211
0.358949 0.557144
0.359905 0.557111
0.360859 0.557044
0.361811 0.55701
0.362761 0.556943
0.363708 0.556909
0.364654 0.55684
0.365598 0.556806
0.366541 0.556737
0.367481 0.556703
0.368419 0.556633
0.369355 0.556599
0.370289 0.556529
0.371222 0.556493
